,Propeller,Motor,thrust_max_volt,thrust_max_power,thrust_max_amps,efficiency_max_volt,efficiency_max_power,efficiency_max_amps,current_max_volt,current_max_power,current_max_amps,Hover_time_3x_total,WeightForce,radius,pitch,Kv,Kt,Voltage,Weight
18407,apc_propellers_15x6,kde_direct_KDE4014XF_380,102.9,229.97999999999996,185.46,92.69,88.92,90.18,117.11999999999999,286.38,227.33999999999997,2967.034059,65.0863495,190.5,152.4,399.98858425020177,0.0251,14.8,0.0017458579500000003
18408,apc_propellers_15x6,kde_direct_KDE4213XF_360,102.54,248.4,206.16000000000003,98.11,93.40999999999998,94.51,110.1,289.2,240.0,3150.2841900000003,65.0872345,190.5,152.4,400.0101895408113,0.0265,14.8,0.00183585795
18412,apc_propellers_15x6,kde_direct_KDE5215XF_435,113.27999999999999,292.02000000000004,328.44,82.44,82.83,82.69,153.48,408.9599999999999,454.74000000000007,2453.876403,65.0948792,190.5,152.4,400.09661070324955,0.022,14.8,0.0026158579499999998
18418,apc_propellers_15x6,kde_direct_KDE700XF_455_G3,815.7,770.88,632.6400000000001,82.08,82.29,82.94,1347.4199999999998,1231.86,852.6600000000001,2176.951173,65.1148682,190.5,152.4,400.22624244690695,0.021,37.0,0.004655857950000001
18466,apc_propellers_15x6,t_motor_AT4130KV450,267.96,328.2,338.58,81.52,81.79,81.81,385.86,460.74000000000007,473.7,2204.7833849999997,65.097702,190.5,152.4,401.2632963961659,0.02122065907891938,22.200000000000003,0.00290385795
18472,apc_propellers_15x6,t_motor_AntigravityMN4006KV380,82.5,114.72000000000001,90.48,83.88,80.96,83.13,91.08000000000001,131.82,101.04,3021.56361,65.0777054,190.5,152.4,401.39292813982325,0.025129727856615054,14.8,0.0008638579499999999
18474,apc_propellers_15x6,t_motor_AntigravityMN5006KV450,104.22000000000001,155.64000000000001,118.86,77.82,77.04,77.67,142.44,221.64,164.22,2451.705687,65.0799408,190.5,152.4,401.43613872104237,0.02122065907891938,14.8,0.0010918579499999998
18477,apc_propellers_15x6,t_motor_AntigravityMN5008KV400,234.0,196.08,174.78,87.58,88.02,88.25,299.4,250.08,221.04000000000002,2702.454711,65.0814743,190.5,152.4,401.5009545928711,0.0238732414637843,22.200000000000003,0.0012478579500000001
18499,apc_propellers_15x6,t_motor_MN3515KV400,94.02,193.92,152.16,85.24,79.84000000000002,81.92,110.4,248.4,189.47999999999996,2877.6708989999997,65.0844727,190.5,152.4,401.9762709862814,0.0238732414637843,14.8,0.00155385795
18500,apc_propellers_15x6,t_motor_MN3520KV400,100.43999999999998,229.92,184.97999999999996,84.08,81.82,82.85000000000001,124.26000000000002,302.46,240.0,2668.450194,65.0867615,190.5,152.4,401.997876276891,0.0238732414637843,14.8,0.00178785795
18501,apc_propellers_15x6,t_motor_MN4010KV370,98.76000000000002,136.85999999999999,111.11999999999999,91.64,90.68,91.39999999999999,110.93999999999998,159.06,126.3,2953.598145,65.0817642,190.5,152.4,402.0194815675006,0.025808909690577624,14.8,0.00127785795
18504,apc_propellers_15x6,t_motor_MN4012KV340,93.72,174.96,129.66,95.90999999999998,93.01,94.90999999999998,97.5,193.8,138.96,3190.91601,65.0828247,190.5,152.4,402.08429743932925,0.02808616642798153,14.8,0.00138585795
18505,apc_propellers_15x6,t_motor_MN4012KV400,102.41999999999999,178.68,126.0,85.85000000000001,84.54,85.64,125.52000000000001,232.55999999999997,157.92,2709.811341,65.0828247,190.5,152.4,402.1059027299388,0.0238732414637843,14.8,0.00138585795
18508,apc_propellers_15x6,t_motor_MN4014KV400,104.27999999999999,201.54000000000002,147.96,85.42,84.67,85.44,129.78,264.84,189.47999999999996,2649.7177739999997,65.0837631,190.5,152.4,402.1707186017675,0.0238732414637843,14.8,0.0014818579500000002
18511,apc_propellers_15x6,t_motor_MN5212KV420,103.08000000000001,264.6,280.92,81.86,79.33,79.13,133.02,359.64,378.9599999999999,2567.371581,65.0883484,190.5,152.4,402.23553447359615,0.022736420441699334,14.8,0.0019498579500000003
18551,apc_propellers_15x6E,kde_direct_KDE3520XF_400,93.96,244.68,219.72,90.59000000000002,84.68,85.65999999999998,101.93999999999998,325.67999999999995,284.21999999999997,3064.1370899999997,65.0862961,190.5,152.4,403.09974609797865,0.0239,14.8,0.0017399767679999996
18552,apc_propellers_15x6E,kde_direct_KDE4012XF_400,93.41999999999999,201.05999999999997,164.28,89.21,85.56,86.92,102.47999999999999,258.47999999999996,202.08,3001.65783,65.0836487,190.5,152.4,403.1213513885882,0.0239,14.8,0.0014699767679999998
18553,apc_propellers_15x6E,kde_direct_KDE4014XF_380,95.04,222.78,189.3,94.39999999999999,90.43,91.62,99.72000000000001,278.4,227.33999999999997,3148.89735,65.0845261,190.5,152.4,403.14295667919777,0.0251,14.8,0.001559976768
18558,apc_propellers_15x6E,kde_direct_KDE5215XF_435,103.2,267.18,293.52000000000004,82.85000000000001,83.60000000000001,83.33,130.14000000000001,405.41999999999996,454.74000000000007,2593.273314,65.0930557,190.5,152.4,403.25098313224555,0.022,14.8,0.002429976768
18564,apc_propellers_15x6E,kde_direct_KDE700XF_455_G3,737.9399999999999,734.7,559.4399999999999,83.15999999999998,83.17,83.57,1204.56,1197.4199999999998,852.6600000000001,2326.14441,65.1130447,190.5,152.4,403.38061487590295,0.021,37.0,0.004469976768
18612,apc_propellers_15x6E,t_motor_AT4130KV450,243.66000000000003,298.02000000000004,305.64,82.18,82.44,82.46,359.34,459.5400000000001,473.7,2334.369141,65.0958786,190.5,152.4,404.4176688251619,0.02122065907891938,22.200000000000003,0.002717976768
18620,apc_propellers_15x6E,t_motor_AntigravityMN5006KV450,96.23999999999998,153.83999999999997,123.72000000000001,79.02,78.37,78.87,121.5,212.4,164.22,2584.340514,65.0781174,190.5,152.4,404.59051115003837,0.02122065907891938,14.8,0.0009059767679999998
18623,apc_propellers_15x6E,t_motor_AntigravityMN5008KV400,215.64,197.58,184.02000000000004,89.04,89.33,89.48,271.38,240.72,221.04000000000002,2887.943115,65.0796509,190.5,152.4,404.6553270218671,0.0238732414637843,22.200000000000003,0.001061976768
18645,apc_propellers_15x6E,t_motor_MN3515KV400,88.14,192.0,157.97999999999996,87.59000000000002,81.71,83.58,94.73999999999998,240.47999999999996,189.47999999999996,3073.1623499999996,65.0826492,190.5,152.4,405.13064341527746,0.0238732414637843,14.8,0.001367976768
18646,apc_propellers_15x6E,t_motor_MN3520KV400,93.11999999999999,220.92,187.08,85.29,83.29,84.27999999999999,106.68,294.06,240.0,2859.222657,65.084938,190.5,152.4,405.152248705887,0.0238732414637843,14.8,0.001601976768
18647,apc_propellers_15x6E,t_motor_MN4010KV370,91.86,137.82,117.41999999999999,93.34000000000002,92.47000000000001,93.01,95.22,152.28,126.3,3166.76295,65.0799408,190.5,152.4,405.1738539964966,0.025808909690577624,14.8,0.001091976768
18650,apc_propellers_15x6E,t_motor_MN4012KV340,87.72,174.6,135.84,97.83,95.15999999999998,96.82,84.17999999999999,186.96,138.96,3391.21032,65.0810013,190.5,152.4,405.23866986832525,0.02808616642798153,14.8,0.001199976768
18651,apc_propellers_15x6E,t_motor_MN4012KV400,94.73999999999998,177.54,132.18,87.14,86.09000000000002,87.04,107.46,223.8,157.92,2898.895386,65.0810013,190.5,152.4,405.2602751589348,0.0238732414637843,14.8,0.001199976768
18654,apc_propellers_15x6E,t_motor_MN4014KV400,96.18,198.18,153.83999999999997,86.37,86.10000000000001,86.79,111.18,255.83999999999997,189.47999999999996,2806.049193,65.0819397,190.5,152.4,405.3250910307635,0.0238732414637843,14.8,0.001295976768
18657,apc_propellers_15x6E,t_motor_MN5212KV420,95.28,248.52000000000004,262.68,83.01,80.39999999999999,80.0,113.82,353.76,378.9599999999999,2733.317139,65.086525,190.5,152.4,405.3899069025922,0.022736420441699334,14.8,0.0017639767679999995
18697,apc_propellers_15x7,kde_direct_KDE3520XF_400,108.47999999999999,220.08,179.04,87.90999999999998,81.22000000000001,83.39999999999999,148.85999999999999,366.42,284.21999999999997,2578.6290900000004,65.0881805,190.5,177.8,406.25411852697465,0.0239,14.8,0.0019326617999999996
18698,apc_propellers_15x7,kde_direct_KDE4012XF_400,107.7,183.0,137.82,86.85000000000001,82.40999999999998,85.12,148.8,292.14,202.08,2590.631469,65.0855331,190.5,177.8,406.2757238175842,0.0239,14.8,0.0016626617999999998
18699,apc_propellers_15x7,kde_direct_KDE4014XF_380,110.27999999999999,200.28,155.4,92.24,87.22000000000001,89.71,146.1,314.88,227.33999999999997,2631.763734,65.0864182,190.5,177.8,406.29732910819376,0.0251,14.8,0.0017526618
18700,apc_propellers_15x7,kde_direct_KDE4213XF_360,109.86,213.0,169.62,97.52,91.27,93.75,137.22,319.2,240.0,2818.676514,65.0873032,190.5,177.8,406.3189343988033,0.0265,14.8,0.0018426617999999998
18704,apc_propellers_15x7,kde_direct_KDE5215XF_435,124.14,247.92,244.32,83.57,82.26,82.32,197.94000000000003,462.6,454.74000000000007,2255.606688,65.0949402,190.5,177.8,406.40535556124155,0.022,14.8,0.0026226618
18710,apc_propellers_15x7,kde_direct_KDE700XF_455_G3,836.1600000000001,765.5400000000001,605.7,83.06,83.40999999999998,84.10000000000001,1447.68,1256.1,852.6600000000001,2035.803405,65.1149368,190.5,177.8,406.53498730489895,0.021,37.0,0.0046626618000000005
18758,apc_propellers_15x7,t_motor_AT4130KV450,291.47999999999996,279.42,250.08,82.17,82.14999999999999,82.11,538.92,523.02,473.7,2004.4647209999998,65.0977631,190.5,177.8,407.5720412541579,0.02122065907891938,22.200000000000003,0.0029106617999999996
18764,apc_propellers_15x7,t_motor_AntigravityMN4006KV380,85.98,106.08000000000001,82.2,82.14999999999999,79.31,82.61,106.2,139.92,101.04,2775.033507,65.077774,190.5,177.8,407.70167299781525,0.025129727856615054,14.8,0.0008706618000000002
18766,apc_propellers_15x7,t_motor_AntigravityMN5006KV450,111.9,141.48,104.58000000000001,77.7,76.61,77.89999999999999,177.83999999999997,240.66000000000003,164.22,2234.146545,65.0800095,190.5,177.8,407.7448835790344,0.02122065907891938,14.8,0.0010986618
18769,apc_propellers_15x7,t_motor_AntigravityMN5008KV400,243.23999999999998,176.94,149.4,85.79,87.63,88.37,403.25999999999993,274.56,221.04000000000002,2488.4588009999998,65.0815353,190.5,177.8,407.8096994508631,0.0238732414637843,22.200000000000003,0.0012546618
18791,apc_propellers_15x7,t_motor_MN3515KV400,99.18,171.83999999999997,131.34,83.96,77.65999999999998,81.11,133.44,268.97999999999996,189.47999999999996,2626.4776620000002,65.0845337,190.5,177.8,408.28501584427346,0.0238732414637843,14.8,0.0015606618000000001
18792,apc_propellers_15x7,t_motor_MN3520KV400,107.16,198.05999999999997,153.66000000000003,84.02999999999999,80.02,82.18,152.52,331.14,240.0,2453.7493289999998,65.0868301,190.5,177.8,408.306621134883,0.0238732414637843,14.8,0.0017946618
18796,apc_propellers_15x7,t_motor_MN4012KV340,98.93999999999998,157.56,114.0,95.23,91.04,94.31,117.18,209.1,138.96,2916.6450809999997,65.0828934,190.5,177.8,408.39304229732124,0.02808616642798153,14.8,0.0013926618
18797,apc_propellers_15x7,t_motor_MN4012KV400,109.56000000000002,161.4,111.18,85.74,83.57,85.7,155.33999999999997,253.08,157.92,2487.3711540000004,65.0828934,190.5,177.8,408.4146475879308,0.0238732414637843,14.8,0.0013926618
18800,apc_propellers_15x7,t_motor_MN4014KV400,111.96,179.28,128.16,85.72000000000001,83.64999999999999,85.39999999999999,161.28,290.04,189.47999999999996,2416.6340339999997,65.0838318,190.5,177.8,408.4794634597595,0.0238732414637843,14.8,0.0014886618000000001
18801,apc_propellers_15x7,t_motor_MN5208KV340,108.3,187.5,165.72,99.99,95.83,97.13,130.5,259.38,221.04000000000002,2905.094787,65.0853043,190.5,177.8,408.50106875036903,0.02808616642798153,14.8,0.0016386617999999996
18803,apc_propellers_15x7,t_motor_MN5212KV420,110.4,224.1,214.86,81.83,77.37,77.72000000000001,164.88,398.16,378.9599999999999,2310.708435,65.0884171,190.5,177.8,408.5442793315882,0.022736420441699334,14.8,0.0019566617999999996
18843,apc_propellers_15x7E,kde_direct_KDE3520XF_400,102.06000000000002,218.58,187.8,90.68,83.36,85.26,121.02000000000001,352.14,284.21999999999997,2818.339416,65.0862961,190.5,177.8,409.40849095597065,0.0239,14.8,0.0017399767679999996
18844,apc_propellers_15x7E,kde_direct_KDE4012XF_400,101.4,185.52000000000004,147.23999999999998,89.45,84.68,86.95,121.26000000000002,278.46,202.08,2843.8573619999997,65.0836487,190.5,177.8,409.4300962465802,0.0239,14.8,0.0014699767679999998
18845,apc_propellers_15x7E,kde_direct_KDE4014XF_380,103.43999999999998,204.05999999999997,167.04,94.79,89.47000000000001,91.57,118.61999999999999,300.96,227.33999999999997,2944.7748420000003,65.0845261,190.5,177.8,409.45170153718976,0.0251,14.8,0.001559976768
18850,apc_propellers_15x7E,kde_direct_KDE5215XF_435,113.93999999999998,240.42,243.78,84.40999999999998,83.54,83.46,158.76000000000002,445.44,454.74000000000007,2428.330626,65.0930557,190.5,177.8,409.5597279902376,0.022,14.8,0.002429976768
18856,apc_propellers_15x7E,kde_direct_KDE700XF_455_G3,754.26,597.72,392.1,83.89999999999999,83.52,84.13,1385.1600000000003,1327.56,852.6600000000001,2018.020935,65.1130447,190.5,177.8,409.68935973389495,0.021,37.0,0.004469976768
18904,apc_propellers_15x7E,t_motor_AT4130KV450,266.21999999999997,269.1,256.32,83.02,83.01,83.05,501.84,509.28,473.7,2184.681336,65.0958786,190.5,177.8,410.7264136831539,0.02122065907891938,22.200000000000003,0.002717976768
18910,apc_propellers_15x7E,t_motor_AntigravityMN4006KV380,83.7,112.38000000000001,92.04,86.17,82.47000000000001,85.18,89.52,132.96,101.04,3048.16881,65.0758896,190.5,177.8,410.8560454268113,0.025129727856615054,14.8,0.0006779767680000001
18912,apc_propellers_15x7E,t_motor_AntigravityMN5006KV450,104.76000000000002,146.58,115.14,79.58,78.36,79.35000000000001,144.66,227.52000000000004,164.22,2430.814086,65.0781174,190.5,177.8,410.8992560080304,0.02122065907891938,14.8,0.0009059767679999998
18915,apc_propellers_15x7E,t_motor_AntigravityMN5008KV400,227.94000000000003,179.82,159.54,88.01,89.39,89.89,354.06,260.16,221.04000000000002,2713.760925,65.0796509,190.5,177.8,410.9640718798591,0.0238732414637843,22.200000000000003,0.001061976768
18937,apc_propellers_15x7E,t_motor_MN3515KV400,94.8,175.2,140.58,87.29,80.3,83.23,109.97999999999999,257.1,189.47999999999996,2849.335875,65.0826492,190.5,177.8,411.43938827326946,0.0238732414637843,14.8,0.001367976768
18938,apc_propellers_15x7E,t_motor_MN3520KV400,101.04,202.2,165.3,86.02,82.22000000000001,84.05,125.22000000000001,316.92,240.0,2683.173522,65.084938,190.5,177.8,411.460993563879,0.0238732414637843,14.8,0.001601976768
18939,apc_propellers_15x7E,t_motor_MN4010KV370,99.36,130.85999999999999,108.77999999999999,93.76,92.3,93.39999999999999,111.47999999999999,162.06,126.3,2956.859985,65.0799408,190.5,177.8,411.4825988544886,0.025808909690577624,14.8,0.001091976768
18942,apc_propellers_15x7E,t_motor_MN4012KV340,94.5,163.56,124.97999999999999,98.21,93.96,96.71,97.08000000000001,199.44000000000003,138.96,3166.43592,65.0810013,190.5,177.8,411.54741472631724,0.02808616642798153,14.8,0.001199976768
18943,apc_propellers_15x7E,t_motor_MN4012KV400,102.96,166.8,122.1,87.81,85.68,87.40999999999998,126.96,240.3,157.92,2704.63971,65.0810013,190.5,177.8,411.5690200169268,0.0238732414637843,14.8,0.001199976768
18946,apc_propellers_15x7E,t_motor_MN4014KV400,104.82,181.56,137.46,87.38,85.65999999999998,87.07,131.76000000000002,275.88,189.47999999999996,2661.301026,65.0819397,190.5,177.8,411.6338358887555,0.0238732414637843,14.8,0.001295976768
18949,apc_propellers_15x7E,t_motor_MN5212KV420,103.61999999999999,221.76000000000002,220.26000000000002,83.72000000000001,79.29,79.37,134.7,382.97999999999996,378.9599999999999,2556.258363,65.086525,190.5,177.8,411.6986517605842,0.022736420441699334,14.8,0.0017639767679999995
18989,apc_propellers_15x8,kde_direct_KDE3520XF_400,110.16,185.76000000000002,148.38,86.46,78.81,82.54,184.56,398.52000000000004,284.21999999999997,2330.4927989999996,65.088707,190.5,203.2,412.56286338496665,0.0239,14.8,0.0019860039839999996
18990,apc_propellers_15x8,kde_direct_KDE4012XF_400,109.26000000000002,157.26000000000002,116.58000000000001,85.52999999999999,80.68,84.8,183.72,315.47999999999996,202.08,2308.557861,65.0860596,190.5,203.2,412.5844686755762,0.0239,14.8,0.0017160039839999996
18991,apc_propellers_15x8,kde_direct_KDE4014XF_380,112.32,172.14000000000001,130.98,91.0,85.27999999999999,89.25,182.04,341.88,227.33999999999997,2432.649354,65.086937,190.5,203.2,412.60607396618576,0.0251,14.8,0.001806003984
18992,apc_propellers_15x8,kde_direct_KDE4213XF_360,111.77999999999999,181.02000000000004,141.48,96.11,88.90999999999998,93.04,170.82,347.21999999999997,240.0,2516.312805,65.087822,190.5,203.2,412.6276792567953,0.0265,14.8,0.0018960039839999998
18996,apc_propellers_15x8,kde_direct_KDE5215XF_435,129.54,204.66000000000003,187.97999999999996,83.94,81.42,82.05,259.5,513.9599999999999,454.74000000000007,1874.2260119999999,65.0954666,190.5,203.2,412.7141004192336,0.022,14.8,0.0026760039839999997
19002,apc_propellers_15x8,kde_direct_KDE700XF_455_G3,836.88,705.48,393.5400000000001,82.74,84.2,84.44,1916.3399999999997,1322.52,852.6600000000001,1827.994629,65.1154556,190.5,203.2,412.84373216289094,0.021,37.0,0.004716003984
19050,apc_propellers_15x8,t_motor_AT4130KV450,297.36,228.95999999999998,194.1,81.72000000000001,82.13,82.45,765.5400000000001,590.28,473.7,1624.0228260000001,65.0982895,190.5,203.2,413.8807861121499,0.02122065907891938,22.200000000000003,0.0029640039839999997
19058,apc_propellers_15x8,t_motor_AntigravityMN5006KV450,114.11999999999999,127.32,93.48,76.87,76.0,78.18,222.18,259.26,164.22,2019.1052849999999,65.0805283,190.5,203.2,414.0536284370264,0.02122065907891938,14.8,0.001152003984
19061,apc_propellers_15x8,t_motor_AntigravityMN5008KV400,235.68,154.85999999999999,126.11999999999999,82.58,87.0,88.49,538.2,298.5,221.04000000000002,2209.726869,65.0820618,190.5,203.2,414.1184443088551,0.0238732414637843,22.200000000000003,0.001308003984
19083,apc_propellers_15x8,t_motor_MN3515KV400,99.54,147.84,111.72000000000001,82.13,75.39,80.36,159.66000000000003,287.88,189.47999999999996,2276.308776,65.0850601,190.5,203.2,414.59376070226546,0.0238732414637843,14.8,0.0016140039840000001
19084,apc_propellers_15x8,t_motor_MN3520KV400,108.6,170.28,129.72,83.14999999999999,78.0,81.55,186.78,358.08,240.0,2189.33844,65.0873489,190.5,203.2,414.615365992875,0.0238732414637843,14.8,0.0018480039839999997
19088,apc_propellers_15x8,t_motor_MN4012KV340,99.41999999999999,136.98,98.88000000000001,93.76,88.85000000000001,93.8,139.62,223.55999999999997,138.96,2547.126159,65.0834122,190.5,203.2,414.70178715531324,0.02808616642798153,14.8,0.001446003984
19089,apc_propellers_15x8,t_motor_MN4012KV400,111.3,143.16,98.52000000000001,84.82,82.37,85.8,192.0,272.88,157.92,2229.126891,65.0834122,190.5,203.2,414.7233924459228,0.0238732414637843,14.8,0.001446003984
19093,apc_propellers_15x8,t_motor_MN5208KV340,109.86,160.8,136.98,98.89,93.8,96.27999999999999,160.5,280.14,221.04000000000002,2593.526916,65.0858231,190.5,203.2,414.8098136083611,0.02808616642798153,14.8,0.0016920039839999996
19095,apc_propellers_15x8,t_motor_MN5212KV420,112.26000000000002,188.82,172.44,81.02,75.22000000000001,76.52999999999999,204.36,433.8,378.9599999999999,2029.690614,65.0889435,190.5,203.2,414.8530241895802,0.022736420441699334,14.8,0.0020100039839999993
19115,apc_propellers_15x8,t_motor_U7_V2.0KV490,79.26000000000002,176.94,123.77999999999999,77.19,75.98,77.25,144.6,471.6,277.92,1858.1140140000002,65.0918808,190.5,203.2,415.28513000177145,0.01948836037859943,11.100000000000001,0.0023100039839999997
19135,apc_propellers_15x8E,kde_direct_KDE3520XF_400,106.86,195.23999999999998,164.1,90.58,81.94,84.94,140.82,376.86,284.21999999999997,2652.322998,65.086235,190.5,203.2,415.71723581396265,0.0239,14.8,0.0017339893799999998
19136,apc_propellers_15x8E,kde_direct_KDE4012XF_400,106.14,169.56,133.56,89.47000000000001,83.74,87.10000000000001,140.64000000000001,296.76,202.08,2664.890991,65.0835876,190.5,203.2,415.7388411045722,0.0239,14.8,0.00146398938
19137,apc_propellers_15x8E,kde_direct_KDE4014XF_380,108.47999999999999,181.44,146.1,94.90999999999998,88.39999999999999,91.61,138.66,321.9599999999999,227.33999999999997,2772.882936,65.0844727,190.5,203.2,415.76044639518176,0.0251,14.8,0.00155398938
19142,apc_propellers_15x8E,kde_direct_KDE5215XF_435,121.08000000000001,215.52000000000004,207.6,85.57,83.37,83.65999999999998,192.83999999999997,482.75999999999993,454.74000000000007,2188.619202,65.0929947,190.5,203.2,415.8684728482296,0.022,14.8,0.00242398938
19148,apc_propellers_15x8E,kde_direct_KDE700XF_455_G3,768.78,509.28,299.21999999999997,84.62,83.79,84.7,1557.4799999999998,1448.3399999999997,852.6600000000001,2106.766479,65.1129913,190.5,203.2,415.99810459188694,0.021,37.0,0.004463989379999999
19196,apc_propellers_15x8E,t_motor_AT4130KV450,273.71999999999997,240.12000000000003,217.2,82.93,83.47000000000001,83.67,695.5800000000002,555.24,473.7,2017.167297,65.0958176,190.5,203.2,417.0351585411459,0.02122065907891938,22.200000000000003,0.00271198938
19202,apc_propellers_15x8E,t_motor_AntigravityMN4006KV380,86.7,107.88000000000001,88.98,85.64,81.84000000000002,85.48,98.58000000000001,138.12,101.04,2858.705382,65.0758286,190.5,203.2,417.1647902848033,0.025129727856615054,14.8,0.0006719893799999999
19204,apc_propellers_15x8E,t_motor_AntigravityMN5006KV450,109.91999999999999,136.02,107.16,79.86,78.33,79.96,169.44,241.32,164.22,2304.049806,65.078064,190.5,203.2,417.2080008660224,0.02122065907891938,14.8,0.00089998938
19207,apc_propellers_15x8E,t_motor_AntigravityMN5008KV400,226.73999999999998,166.38,143.76000000000002,86.02999999999999,89.36,90.37,455.94,278.46,221.04000000000002,2549.187927,65.0795898,190.5,203.2,417.2728167378511,0.0238732414637843,22.200000000000003,0.0010559893800000002
19229,apc_propellers_15x8E,t_motor_MN3515KV400,98.76000000000002,160.44,128.34,86.97000000000001,78.89999999999999,83.06,124.38000000000001,272.1,189.47999999999996,2674.419249,65.0825882,190.5,203.2,417.74813313126145,0.0238732414637843,14.8,0.0013619893799999999
19230,apc_propellers_15x8E,t_motor_MN3520KV400,105.66,179.76000000000002,144.78,86.43,81.06,83.90999999999998,144.23999999999998,338.0400000000001,240.0,2502.39972,65.0848846,190.5,203.2,417.769738421871,0.0238732414637843,14.8,0.0015959893799999997
19231,apc_propellers_15x8E,t_motor_MN4010KV370,103.8,125.22000000000001,103.97999999999999,93.92,92.17,93.97000000000001,127.86,170.58,126.3,2802.7708740000003,65.0798874,190.5,203.2,417.79134371248057,0.025808909690577624,14.8,0.00108598938
19234,apc_propellers_15x8E,t_motor_MN4012KV340,98.46,149.04,114.77999999999999,98.38,92.76,96.83,109.38000000000001,210.72,138.96,3008.8983900000003,65.0809402,190.5,203.2,417.85615958430924,0.02808616642798153,14.8,0.0011939893800000001
19235,apc_propellers_15x8E,t_motor_MN4012KV400,107.82,152.22,112.61999999999999,88.15999999999998,85.21,87.92,147.42,255.54000000000002,157.92,2555.3653560000002,65.0809402,190.5,203.2,417.8777648749188,0.0238732414637843,14.8,0.0011939893800000001
19238,apc_propellers_15x8E,t_motor_MN4014KV400,109.97999999999999,166.68,126.0,88.0,85.13,87.46,153.78,294.54,189.47999999999996,2419.17627,65.0818863,190.5,203.2,417.9425807467475,0.0238732414637843,14.8,0.0012899893800000003
19241,apc_propellers_15x8E,t_motor_MN5212KV420,108.6,198.12000000000003,188.64000000000001,84.11,78.07,78.8,156.78,410.16,378.9599999999999,2368.7997450000003,65.0864716,190.5,203.2,418.0073966185762,0.022736420441699334,14.8,0.0017579893799999997
19282,apc_propellers_16x10,kde_direct_KDE4012XF_400,121.32,136.98,97.38000000000001,78.21,75.13,82.3,287.1,361.74,202.08,1897.102845,65.0871735,203.2,254.0,418.8932135335682,0.0239,14.8,0.001829492202
19284,apc_propellers_16x10,kde_direct_KDE4213XF_360,124.97999999999999,156.12,115.2,88.10000000000001,82.40999999999998,89.74,271.26,398.34,240.0,2077.88379,65.0889359,203.2,254.0,418.93642411478737,0.0265,14.8,0.002009492202
19288,apc_propellers_16x10,kde_direct_KDE5215XF_435,154.73999999999998,184.8,154.32,80.14,78.07,80.27,463.32000000000005,606.66,454.74000000000007,1658.4975600000002,65.0965805,203.2,254.0,419.0228452772256,0.022,14.8,0.002789492202
19294,apc_propellers_16x10,kde_direct_KDE700XF_455_G3,995.1600000000001,710.34,216.6,79.38,84.02999999999999,83.21,3155.1600000000003,1492.5,852.6600000000001,1339.966644,65.1165695,203.2,254.0,419.15247702088294,0.021,37.0,0.0048294922019999995
19342,apc_propellers_16x10,t_motor_AT4130KV450,361.38,193.97999999999996,150.06,79.05,80.38,81.84000000000002,1169.34,710.82,473.7,1449.474792,65.0994034,203.2,254.0,420.1895309701419,0.02122065907891938,22.200000000000003,0.0030774922019999994
19406,apc_propellers_16x10,t_motor_U7_V2.0KV420,97.32,160.32,108.06000000000002,87.89999999999999,82.77,87.15999999999998,212.94000000000003,486.11999999999995,252.66000000000003,1762.7733750000002,65.0928192,203.2,254.0,421.5722695691539,0.022736420441699334,11.100000000000001,0.0024054922019999996
19427,apc_propellers_16x10E,kde_direct_KDE3520XF_400,124.14,175.5,140.16,85.02,76.7,82.3,225.6,429.36,284.21999999999997,2306.371764,65.0867004,203.2,254.0,422.02598067195464,0.0239,14.8,0.0017818884839999995
19428,apc_propellers_16x10E,kde_direct_KDE4012XF_400,123.11999999999999,155.82,117.54,84.21,79.23,85.2,223.62000000000003,338.64,202.08,2305.885803,65.0840607,203.2,254.0,422.0475859625642,0.0239,14.8,0.0015118884839999997
19429,apc_propellers_16x10E,kde_direct_KDE4014XF_380,126.77999999999999,168.35999999999999,129.66,89.67,83.61,89.54,224.58,368.58,227.33999999999997,2327.272155,65.084938,203.2,254.0,422.0691912531738,0.0251,14.8,0.001601888484
19430,apc_propellers_16x10E,kde_direct_KDE4213XF_360,126.11999999999999,175.62,137.82,94.64,86.85000000000001,93.05,210.3,374.58,240.0,2230.881957,65.0858231,203.2,254.0,422.09079654378337,0.0265,14.8,0.0016918884839999997
19434,apc_propellers_16x10E,kde_direct_KDE5215XF_435,149.16,195.66000000000003,172.8,83.89,80.82,82.36,346.56,565.68,454.74000000000007,1737.6990959999998,65.0934677,203.2,254.0,422.1772177062216,0.022,14.8,0.002471888484
19440,apc_propellers_16x10E,kde_direct_KDE700XF_455_G3,957.4800000000001,396.47999999999996,238.32,83.33,81.3,84.51,2271.72,1813.0200000000002,852.6600000000001,1817.1333630000001,65.1134567,203.2,254.0,422.30684944987894,0.021,37.0,0.004511888484000001
19488,apc_propellers_16x10E,t_motor_AT4130KV450,322.26,217.37999999999997,179.52000000000004,78.5,82.37,83.37,1279.6200000000001,659.5800000000002,473.7,1816.346925,65.0962906,203.2,254.0,423.3439033991379,0.02122065907891938,22.200000000000003,0.0027598884839999996
19522,apc_propellers_16x10E,t_motor_MN3520KV400,122.27999999999999,166.5,128.64000000000001,82.18,76.22000000000001,81.61,225.54000000000002,384.47999999999996,240.0,2041.5384510000001,65.08535,203.2,254.0,424.078483279863,0.0238732414637843,14.8,0.0016438884839999996
